Gemeentecode,Solvabiliteit,Netto schuldquote (correctie),Belastingcapaciteit,Grondexploitatie,Structurele exploitatieruimte,Verslagsoort,Jaar,CombinedKey,Netto schuldquote
Woerden,0.26,1.02,1.07,0.03,0.04,2023X005,2023-01-01,Woerden-2023X005,"1,03"
Woudenberg,0.47100000000000003,-0.228,0.9840000000000001,-0.035,-0.022000000000000002,2023X005,2023-01-01,Woudenberg-2023X005,"-0,228"
Zaanstad,0.23399999999999999,0.85,1.035,0.027000000000000003,0.037000000000000005,2023X005,2023-01-01,Zaanstad-2023X005,"0,9"
Zaltbommel,0.556,0.218,1.102,0.067,0.027999999999999997,2023X005,2023-01-01,Zaltbommel-2023X005,"0,217"
Zandvoort,0.47,0.28,0.97,0.08,0.09,2023X005,2023-01-01,Zandvoort-2023X005,"0,3"
Zevenaar,0.303,0.457,0.87,0.1,-0.015,2023X005,2023-01-01,Zevenaar-2023X005,"0,561"
Zoetermeer,0.583,-0.043,1.1179999999999999,0.006,0.003,2023X005,2023-01-01,Zoetermeer-2023X005,"-0,038"
Zoeterwoude,0.5,0.29,1.11,-0.001,0.043,2023X005,2023-01-01,Zoeterwoude-2023X005,"0,343"
Zundert,0.37,0.21,1.19,0.01,0.04,2023X005,2023-01-01,Zundert-2023X005,"0,2"
Zutphen,0.34,0.37,0.94,-0.01,0.04,2023X005,2023-01-01,Zutphen-2023X005,"0,41"
Zwartewaterland,0.42700000000000005,0.479,0.85,0.154,0.04,2023X005,2023-01-01,Zwartewaterland-2023X005,"0,527"
Achtkarspelen,0.185,0.626,1.02,0.03,-0.01,2019X000,2019-01-01,Achtkarspelen-2019X000,"0,74"
Alblasserdam,0.19,1.11,1.067,0.04,-0.011000000000000001,2019X000,2019-01-01,Alblasserdam-2019X000,"1,11"
Albrandswaard,0.25,0.59,1.19,0.04,0.002,2019X000,2019-01-01,Albrandswaard-2019X000,"0,66"
Alkmaar,0.21,1.006,0.82,0.08,0.002,2019X000,2019-01-01,Alkmaar-2019X000,"1,038"
Almere,0.3,0.65,1.09,0.31,-0.012,2019X000,2019-01-01,Almere-2019X000,"0,7"
Alphen aan den Rijn,0.47100000000000003,0.473,1.042,0.038,0.011000000000000001,2019X000,2019-01-01,Alphen aan den Rijn-2019X000,"0,563"
Alphen-Chaam,0.24,0.76,1.28,0.09,0.08,2019X000,2019-01-01,Alphen-Chaam-2019X000,"0,69"
Altena,0.226,0.66,0.925,0.18100000000000002,0.002,2019X000,2019-01-01,Altena-2019X000,"0,686"
Ameland,0.278,1.182,0.925,0.03,,2019X000,2019-01-01,Ameland-2019X000,"1,182"
Amersfoort,0.23600000000000002,0.55,1.037,0.19699999999999998,0.015,2019X000,2019-01-01,Amersfoort-2019X000,"0,63"
Amsterdam,0.32,0.976,0.94,-0.04,-0.004,2019X000,2019-01-01,Amsterdam-2019X000,"1,024"
Apeldoorn,0.111,0.82,0.961,0.06,0.005,2019X000,2019-01-01,Apeldoorn-2019X000,"0,907"
Arnhem,0.14,0.91,1.04,0.08,-0.01,2019X000,2019-01-01,Arnhem-2019X000,1
Assen,0.28,1.03,0.92,0.08,-0.06,2019X000,2019-01-01,Assen-2019X000,"1,05"
Baarle-Nassau,0.68,0.0,0.92,0.09,0.03,2019X000,2019-01-01,Baarle-Nassau-2019X000,"0,01"
Barendrecht,0.22,1.21,1.04,0.05,-0.01,2019X000,2019-01-01,Barendrecht-2019X000,"1,22"
Beek,0.609,-0.265,1.05,0.017,-0.013999999999999999,2019X000,2019-01-01,Beek-2019X000,"-0,212"
Beekdaelen,0.5539999999999999,-0.122,1.112,0.028999999999999998,0.044000000000000004,2019X000,2019-01-01,Beekdaelen-2019X000,"-0,152"
Beesel,0.61,-0.15,0.75,0.01,0.04,2019X000,2019-01-01,Beesel-2019X000,"-0,19"
Berg en Dal,0.46,0.33,0.98,0.06,0.002,2019X000,2019-01-01,Berg en Dal-2019X000,"0,47"
Bergeijk,0.35600000000000004,0.615,0.97,0.14400000000000002,0.009000000000000001,2019X000,2019-01-01,Bergeijk-2019X000,"0,626"
Bergen (L.),0.43799999999999994,0.14,0.862,0.11599999999999999,0.034,2019X000,2019-01-01,Bergen (L.)-2019X000,"0,13"
Bergen op Zoom,0.14,0.99,1.1079999999999999,1.16,0.025,2019X000,2019-01-01,Bergen op Zoom-2019X000,1
Berkelland,0.616,-0.24,1.112,0.019,-0.002,2019X000,2019-01-01,Berkelland-2019X000,"0,078"
Bernheze,0.317,0.406,0.986,0.042,0.001,2019X000,2019-01-01,Bernheze-2019X000,"0,469"
Best,0.778,-0.021,0.9259999999999999,0.696,0.017,2019X000,2019-01-01,Best-2019X000,"0,098"
Beuningen,0.033,0.91,1.07,0.34,0.001,2019X000,2019-01-01,Beuningen-2019X000,"1,02"
Bladel,0.31,0.87,0.93,0.04,0.03,2019X000,2019-01-01,Bladel-2019X000,"0,91"
Blaricum,0.562,-0.469,1.5819999999999999,0.14300000000000002,0.015,2019X000,2019-01-01,Blaricum-2019X000,"-0,434"
Bodegraven-Reeuwijk,0.122,1.315,1.3459999999999999,0.267,0.006999999999999999,2019X000,2019-01-01,Bodegraven-Reeuwijk-2019X000,"1,315"
Boekel,0.17,0.68,1.1,-0.1,0.032,2019X000,2019-01-01,Boekel-2019X000,"0,7"
Boxtel,0.29600000000000004,0.495,1.0979999999999999,0.07200000000000001,0.022000000000000002,2019X000,2019-01-01,Boxtel-2019X000,"0,606"
Bronckhorst,0.61,-0.016,1.07,0.006,-0.02,2019X000,2019-01-01,Bronckhorst-2019X000,"0,1"
Brummen,0.075,1.23,1.0070000000000001,0.235,0.008,2019X000,2019-01-01,Brummen-2019X000,"1,262"
Brunssum,0.586,0.011000000000000001,1.047,0.063,-0.040999999999999995,2019X000,2019-01-01,Brunssum-2019X000,"0,085"
Bunnik,0.675,0.091,1.3430000000000002,0.024,0.016,2019X000,2019-01-01,Bunnik-2019X000,"0,091"
Bunschoten,0.258,0.341,0.795,0.35,0.015,2019X000,2019-01-01,Bunschoten-2019X000,"0,404"
Buren,0.31,0.27,1.1,0.12,0.001,2019X000,2019-01-01,Buren-2019X000,"0,27"
Capelle aan den IJssel,0.25,0.74,0.85,0.01,0.07,2019X000,2019-01-01,Capelle aan den IJssel-2019X000,"0,75"
Castricum,0.23,0.67,1.04,0.05,-0.01,2019X000,2019-01-01,Castricum-2019X000,"0,73"
Cranendonck,0.3,0.419,0.96,-0.006,-0.042,2019X000,2019-01-01,Cranendonck-2019X000,"0,431"
Culemborg,0.28,0.74,1.0,-0.01,0.033,2019X000,2019-01-01,Culemborg-2019X000,"0,97"
Dalfsen,0.59,0.25,0.87,0.32,0.002,2019X000,2019-01-01,Dalfsen-2019X000,"0,34"
De Bilt,0.142,0.8220000000000001,1.452,-0.066,0.004,2019X000,2019-01-01,De Bilt-2019X000,"0,829"
De Fryske Marren,0.275,0.551,0.887,0.187,0.002,2019X000,2019-01-01,De Fryske Marren-2019X000,"0,636"
De Ronde Venen,0.25,0.72,0.97,0.05,0.004,2019X000,2019-01-01,De Ronde Venen-2019X000,"0,74"
De Wolden,0.51,0.23,0.99,0.006,0.003,2019X000,2019-01-01,De Wolden-2019X000,"0,42"
Delft,0.233,0.742,1.182,0.011000000000000001,-0.006,2019X000,2019-01-01,Delft-2019X000,"0,995"
Den Haag,0.17,0.495,0.7759999999999999,0.024,-0.015,2019X000,2019-01-01,Den Haag-2019X000,"0,575"
Den Helder,0.19,0.39,1.02,0.04,-0.01,2019X000,2019-01-01,Den Helder-2019X000,"0,72"
Deurne,0.22,1.02,1.18,0.37,-0.01,2019X000,2019-01-01,Deurne-2019X000,"1,08"
Dijk en Waard,0.295,0.903,1.088,0.304,0.015,2019X000,2019-01-01,Dijk en Waard-2019X000,"0,94"
Dinkelland,0.307,0.172,1.05,0.106,0.031,2019X000,2019-01-01,Dinkelland-2019X000,"0,074"
Doesburg,0.746,-0.37,1.033,0.004,0.043,2019X000,2019-01-01,Doesburg-2019X000,"-0,252"
Dordrecht,0.46,0.53,0.95,0.05,-0.003,2019X000,2019-01-01,Dordrecht-2019X000,"0,59"
Dronten,0.68,-0.23,0.95,0.25,0.018000000000000002,2019X000,2019-01-01,Dronten-2019X000,"-0,29"
Druten,0.19,0.93,0.95,0.1,0.027999999999999997,2019X000,2019-01-01,Druten-2019X000,"1,18"
Duiven,0.33299999999999996,0.684,1.078,0.237,-0.005,2019X000,2019-01-01,Duiven-2019X000,"0,237"
Echt-Susteren,0.33,0.38299999999999995,1.05,0.005,0.003,2019X000,2019-01-01,Echt-Susteren-2019X000,"0,351"
Edam-Volendam,0.461,0.55,1.022,-0.035,0.001,2019X000,2019-01-01,Edam-Volendam-2019X000,"0,671"
Ede,0.21,0.62,0.93,0.36,-0.04,2019X000,2019-01-01,Ede-2019X000,"0,83"
Eemsdelta,0.71,1.78,3.45,0.18,-0.01,2019X000,2019-01-01,Eemsdelta-2019X000,"1,79"
Eersel,0.5820000000000001,0.027000000000000003,0.99,0.111,0.002,2019X000,2019-01-01,Eersel-2019X000,"0,034"
Emmen,0.021,1.182,1.044,0.076,-0.002,2019X000,2019-01-01,Emmen-2019X000,"1,309"
Enkhuizen,0.31,0.73,1.03,0.04,0.036000000000000004,2019X000,2019-01-01,Enkhuizen-2019X000,"0,89"
Epe,0.68,-0.004,0.95,-0.002,0.022000000000000002,2019X000,2019-01-01,Epe-2019X000,"0,048"
Ermelo,0.51,0.39799999999999996,0.93,-0.01,0.04,2019X000,2019-01-01,Ermelo-2019X000,"0,398"
Etten-Leur,0.26,0.57,0.94,0.04,-0.01,2019X000,2019-01-01,Etten-Leur-2019X000,"0,58"
Geertruidenberg,0.18600000000000003,0.366,1.04,0.006,0.002,2019X000,2019-01-01,Geertruidenberg-2019X000,"0,418"
Geldrop-Mierlo,0.37,0.44,0.8,0.21,-0.01,2019X000,2019-01-01,Geldrop-Mierlo-2019X000,"0,57"
Gennep,0.331,0.434,0.953,0.031,0.017,2019X000,2019-01-01,Gennep-2019X000,"0,434"
Gilze en Rijen,0.31,0.48,0.71,0.3,0.03,2019X000,2019-01-01,Gilze en Rijen-2019X000,"0,58"
Goeree-Overflakkee,0.157,0.785,0.997,0.013999999999999999,0.004,2019X000,2019-01-01,Goeree-Overflakkee-2019X000,"0,82"
Goirle,0.326,0.461,0.9229999999999999,-0.022000000000000002,0.002,2019X000,2019-01-01,Goirle-2019X000,"0,457"
Gooise Meren,0.262,0.6890000000000001,1.074,0.011000000000000001,-0.006999999999999999,2019X000,2019-01-01,Gooise Meren-2019X000,"0,69"
Gorinchem,0.198,1.193,1.035,0.332,0.012,2019X000,2019-01-01,Gorinchem-2019X000,"1,187"
Groningen,0.09,1.24,1.036,0.062,-0.005,2019X000,2019-01-01,Groningen-2019X000,"1,63"
Gulpen-Wittem,0.26,0.67,1.0,0.01,0.025,2019X000,2019-01-01,Gulpen-Wittem-2019X000,"0,88"
Haaksbergen,4.0,86.0,1.12,0.8,9.0,2019X000,2019-01-01,Haaksbergen-2019X000,102
Halderberge,0.14800000000000002,1.057,1.037,0.01,0.013999999999999999,2019X000,2019-01-01,Halderberge-2019X000,"1,109"
Harderwijk,0.4,0.52,0.87,0.42,0.037000000000000005,2019X000,2019-01-01,Harderwijk-2019X000,"0,53"
Harlingen,0.321,0.521,0.8420000000000001,0.065,0.07400000000000001,2019X000,2019-01-01,Harlingen-2019X000,"0,543"
Hattem,0.21,0.66,1.08,-0.023,-0.038,2019X000,2019-01-01,Hattem-2019X000,1
Heemskerk,0.52,0.39,1.05,-0.01,-0.02,2019X000,2019-01-01,Heemskerk-2019X000,"0,36"
Heerenveen,0.179,0.917,1.0590000000000002,0.18100000000000002,0.05,2019X000,2019-01-01,Heerenveen-2019X000,"0,918"
Heerlen,0.047,0.8340000000000001,0.9740000000000001,-0.012,0.012,2019X000,2019-01-01,Heerlen-2019X000,"0,829"
Heeze-Leende,0.24,0.48,1.2,0.01,0.07,2019X000,2019-01-01,Heeze-Leende-2019X000,"0,75"
Hellendoorn,0.07200000000000001,1.126,1.1079999999999999,0.10300000000000001,-0.009000000000000001,2019X000,2019-01-01,Hellendoorn-2019X000,"1,326"
Helmond,0.51,0.48200000000000004,1.042,0.39899999999999997,0.08,2019X000,2019-01-01,Helmond-2019X000,"0,482"
Hendrik-Ido-Ambacht,0.16,1.93,1.12,1.22,-0.01,2019X000,2019-01-01,Hendrik-Ido-Ambacht-2019X000,"2,02"
Hengelo,0.049,0.9520000000000001,0.966,0.261,0.001,2019X000,2019-01-01,Hengelo-2019X000,"2,248"
Het Hogeland,0.24,0.51,1.16,0.04,-0.03,2019X000,2019-01-01,Het Hogeland-2019X000,"0,58"
Heumen,0.35,0.22,1.12,0.021,0.016,2019X000,2019-01-01,Heumen-2019X000,"0,55"
Heusden,0.172,1.14,0.94,0.63,0.028999999999999998,2019X000,2019-01-01,Heusden-2019X000,"1,29"
Hillegom,0.757,0.001,1.06,-0.005,0.003,2019X000,2019-01-01,Hillegom-2019X000,"0,213"
Hilversum,0.25,0.78,1.03,0.01,0.006999999999999999,2019X000,2019-01-01,Hilversum-2019X000,"0,78"
Hoeksche Waard,0.39,0.61,0.9,0.03,-0.01,2019X000,2019-01-01,Hoeksche Waard-2019X000,"0,67"
Hof van Twente,0.5529999999999999,0.6459999999999999,1.09,0.11,0.011000000000000001,2019X000,2019-01-01,Hof van Twente-2019X000,"0,675"
Hoogeveen,0.15,0.81,0.9,0.8220000000000001,-0.7,2019X000,2019-01-01,Hoogeveen-2019X000,"0,84"
Hoorn,0.2,0.56,0.97,0.06,0.04,2019X000,2019-01-01,Hoorn-2019X000,"0,77"
Horst aan de Maas,0.31,0.55,1.0,0.04,-0.01,2019X000,2019-01-01,Horst aan de Maas-2019X000,"0,65"
Houten,0.27,0.77,0.97,0.13,0.002,2019X000,2019-01-01,Houten-2019X000,"0,8"
Huizen,0.77,-0.74,0.93,-0.01,-0.01,2019X000,2019-01-01,Huizen-2019X000,"-0,21"
Hulst,0.17,0.7829999999999999,1.089,0.125,-0.02,2019X000,2019-01-01,Hulst-2019X000,"0,799"
IJsselstein,0.348,0.258,1.136,-0.01,-0.03,2019X000,2019-01-01,IJsselstein-2019X000,"0,506"
Kaag en Braassem,0.27,0.91,1.23,0.15,0.06,2019X000,2019-01-01,Kaag en Braassem-2019X000,"0,99"
Katwijk,0.32,0.82,0.96,0.08,-0.01,2019X000,2019-01-01,Katwijk-2019X000,"0,91"
Kerkrade,0.111,0.7290000000000001,1.012,-0.003,0.001,2019X000,2019-01-01,Kerkrade-2019X000,"0,863"
Koggenland,0.616,0.055999999999999994,0.9590000000000001,0.171,-0.011000000000000001,2019X000,2019-01-01,Koggenland-2019X000,"0,056"
Krimpen aan den IJssel,0.22699999999999998,0.5660000000000001,1.146,0.124,-0.011000000000000001,2019X000,2019-01-01,Krimpen aan den IJssel-2019X000,"0,79"
Laarbeek,0.474,0.8290000000000001,0.9359999999999999,0.5579999999999999,-0.001,2019X000,2019-01-01,Laarbeek-2019X000,"0,663"
Land van Cuijk,0.336,0.857,0.953,0.201,-0.003,2019X000,2019-01-01,Land van Cuijk-2019X000,"0,883"
Landgraaf,0.348,0.209,1.006,0.033,0.002,2019X000,2019-01-01,Landgraaf-2019X000,"0,281"
Landsmeer,0.25,0.61,1.16,0.03,-0.015,2019X000,2019-01-01,Landsmeer-2019X000,"0,61"
Leeuwarden,0.048,0.856,0.94,0.24600000000000002,-0.004,2019X000,2019-01-01,Leeuwarden-2019X000,"0,856"
Leiden,0.287,1.135,1.06,-0.024,0.003,2019X000,2019-01-01,Leiden-2019X000,"1,151"
Leiderdorp,0.4,0.494,1.258,0.003,0.004,2019X000,2019-01-01,Leiderdorp-2019X000,"0,499"
Leidschendam-Voorburg,0.275,0.8320000000000001,1.016,0.14800000000000002,-0.006999999999999999,2019X000,2019-01-01,Leidschendam-Voorburg-2019X000,"0,861"
Lelystad,0.17,0.79,1.04,0.27,0.008,2019X000,2019-01-01,Lelystad-2019X000,"0,74"
Lingewaard,0.33,0.57,1.143,0.195,-0.011000000000000001,2019X000,2019-01-01,Lingewaard-2019X000,"0,66"
Losser,0.309,0.336,1.1059999999999999,0.019,0.004,2019X000,2019-01-01,Losser-2019X000,"0,419"
Maasgouw,0.386,0.7509999999999999,0.846,0.024,0.023,2019X000,2019-01-01,Maasgouw-2019X000,"0,761"
Maashorst,0.40399999999999997,0.522,0.9670000000000001,0.26,0.013999999999999999,2019X000,2019-01-01,Maashorst-2019X000,"0,58"
Maassluis,0.285,0.629,1.11,0.115,0.008,2019X000,2019-01-01,Maassluis-2019X000,"0,694"
Midden-Delfland,0.512,0.38,1.199,0.135,-0.001,2019X000,2019-01-01,Midden-Delfland-2019X000,"0,415"
Midden-Drenthe,0.28,0.86,0.978,0.24,0.013000000000000001,2019X000,2019-01-01,Midden-Drenthe-2019X000,"0,92"
Midden-Groningen,0.152,0.491,0.968,0.068,-0.001,2019X000,2019-01-01,Midden-Groningen-2019X000,"0,518"
Molenlanden,0.397,0.49,1.07,0.09699999999999999,0.04,2019X000,2019-01-01,Molenlanden-2019X000,"0,52"
Montferland,0.24,0.86,1.07,0.09,0.002,2019X000,2019-01-01,Montferland-2019X000,"0,97"
Neder-Betuwe,0.35,0.55,1.15,0.03,0.004,2019X000,2019-01-01,Neder-Betuwe-2019X000,"0,56"
Nieuwegein,0.31,0.84,0.91,0.017,0.064,2019X000,2019-01-01,Nieuwegein-2019X000,"0,87"
Nieuwkoop,0.512,0.321,1.249,0.462,0.006,2019X000,2019-01-01,Nieuwkoop-2019X000,"0,334"
Nijmegen,0.08,0.62,1.03,0.36,-0.003,2019X000,2019-01-01,Nijmegen-2019X000,"0,89"
Nissewaard,0.091,0.9490000000000001,0.96,0.124,0.015,2019X000,2019-01-01,Nissewaard-2019X000,"1,056"
Noord-Beveland,0.436,0.535,0.938,0.15,-0.003,2019X000,2019-01-01,Noord-Beveland-2019X000,"0,581"
Noordenveld,0.34,0.55,0.97,0.1,0.03,2019X000,2019-01-01,Noordenveld-2019X000,"0,55"
Noordoostpolder,0.62,0.22,0.982,0.09,0.006,2019X000,2019-01-01,Noordoostpolder-2019X000,"0,22"
Noordwijk,0.499,0.43700000000000006,1.113,0.319,0.002,2019X000,2019-01-01,Noordwijk-2019X000,"0,53"
Nunspeet,0.674,0.373,0.8009999999999999,0.242,-0.026000000000000002,2019X000,2019-01-01,Nunspeet-2019X000,"0,373"
Oegstgeest,0.205,1.002,1.27,0.03,-0.001,2019X000,2019-01-01,Oegstgeest-2019X000,"1,011"
Oirschot,0.374,0.593,1.069,-0.021,-0.01,2019X000,2019-01-01,Oirschot-2019X000,"0,619"
Oisterwijk,0.418,0.778,1.5830000000000002,0.21600000000000003,0.005,2019X000,2019-01-01,Oisterwijk-2019X000,"0,84"
Oldambt,0.27,0.539,1.125,0.24,0.07,2019X000,2019-01-01,Oldambt-2019X000,"0,655"
Olst-Wijhe,0.22399999999999998,0.7490000000000001,1.095,0.207,0.002,2019X000,2019-01-01,Olst-Wijhe-2019X000,"0,936"
Oost Gelre,0.036000000000000004,0.71,0.71,0.08,0.001,2019X000,2019-01-01,Oost Gelre-2019X000,"0,83"
Oosterhout,0.5720000000000001,0.361,0.976,0.85,0.013999999999999999,2019X000,2019-01-01,Oosterhout-2019X000,"0,359"
Oss,0.425,0.242,0.955,0.154,0.002,2019X000,2019-01-01,Oss-2019X000,"0,35"
Ouder-Amstel,0.62,-0.07,1.14,-0.03,-0.006,2019X000,2019-01-01,Ouder-Amstel-2019X000,"-0,07"
Overbetuwe,0.23,0.94,0.86,0.124,0.008,2019X000,2019-01-01,Overbetuwe-2019X000,"1,03"
Papendrecht,0.26,0.903,0.89,0.121,0.008,2019X000,2019-01-01,Papendrecht-2019X000,"1,124"
Pekela,0.298,0.368,0.0,0.052000000000000005,-0.01,2019X000,2019-01-01,Pekela-2019X000,"0,372"
Pijnacker-Nootdorp,0.37,0.57,0.99,0.13,0.003,2019X000,2019-01-01,Pijnacker-Nootdorp-2019X000,"0,57"
Purmerend,0.198,0.879,1.114,0.061,-0.002,2019X000,2019-01-01,Purmerend-2019X000,"0,91"
Putten,0.69,-0.15,0.75,0.1,-0.012,2019X000,2019-01-01,Putten-2019X000,"0,05"
Raalte,0.27,0.97,0.98,0.22,0.006,2019X000,2019-01-01,Raalte-2019X000,"1,06"
Reimerswaal,0.44,0.47,1.09,0.07,0.03,2019X000,2019-01-01,Reimerswaal-2019X000,"0,51"
Renswoude,0.552,0.45899999999999996,1.075,0.11900000000000001,0.027000000000000003,2019X000,2019-01-01,Renswoude-2019X000,"0,493"
Rheden,0.196,0.79,0.9,0.006,-0.034,2019X000,2019-01-01,Rheden-2019X000,"0,807"
Rijssen-Holten,0.41,0.67,0.8390000000000001,0.14,0.008,2019X000,2019-01-01,Rijssen-Holten-2019X000,"0,73"
Rijswijk,0.12,1.206,0.96,0.52,0.013999999999999999,2019X000,2019-01-01,Rijswijk-2019X000,"1,209"
Roerdalen,0.466,0.04,0.9570000000000001,0.002,-0.003,2019X000,2019-01-01,Roerdalen-2019X000,"0,06"
Rotterdam,0.235,0.622,1.03,-0.071,0.012,2019X000,2019-01-01,Rotterdam-2019X000,"0,689"
Rucphen,0.456,0.765,0.986,0.20199999999999999,0.002,2019X000,2019-01-01,Rucphen-2019X000,"0,729"
Schiedam,0.156,1.46,1.088,0.004,0.021,2019X000,2019-01-01,Schiedam-2019X000,"1,568"
Schouwen-Duiveland,0.298,0.48200000000000004,1.199,0.031,-0.005,2019X000,2019-01-01,Schouwen-Duiveland-2019X000,"0,515"
Sint-Michielsgestel,0.42200000000000004,0.105,0.991,0.042,0.006999999999999999,2019X000,2019-01-01,Sint-Michielsgestel-2019X000,"0,175"
Sittard-Geleen,0.09,1.23,1.08,0.04,-0.01,2019X000,2019-01-01,Sittard-Geleen-2019X000,"1,28"
Sluis,0.15,1.06,1.03,-0.02,0.04,2019X000,2019-01-01,Sluis-2019X000,"1,06"
Soest,0.48,0.26,0.91,0.05,0.008,2019X000,2019-01-01,Soest-2019X000,"0,26"
Someren,0.8009999999999999,-0.29,0.932,0.16699999999999998,0.003,2019X000,2019-01-01,Someren-2019X000,"-0,244"
Stadskanaal,0.424,0.20199999999999999,0.8859999999999999,0.011000000000000001,-0.017,2019X000,2019-01-01,Stadskanaal-2019X000,"0,242"
Steenwijkerland,0.27,0.43,0.84,0.14,-0.02,2019X000,2019-01-01,Steenwijkerland-2019X000,"0,51"
Stein,0.25,1.0,1.03,0.005,0.03,2019X000,2019-01-01,Stein-2019X000,"1,08"
Stichtse Vecht,0.23,0.73,1.101,-0.01,-0.006,2019X000,2019-01-01,Stichtse Vecht-2019X000,"0,75"
Súdwest-Fryslân,0.124,0.636,0.9390000000000001,0.052000000000000005,-0.004,2019X000,2019-01-01,Súdwest-Fryslân-2019X000,"0,753"
Terneuzen,0.179,1.022,1.018,0.07,-0.019,2019X000,2019-01-01,Terneuzen-2019X000,"1,028"
Texel,0.2,0.28,0.91,0.01,0.03,2019X000,2019-01-01,Texel-2019X000,"0,35"
Teylingen,0.58,-0.13,0.878,0.042,0.012,2019X000,2019-01-01,Teylingen-2019X000,"0,513"
Tholen,0.14,0.8,0.97,0.31,0.5,2019X000,2019-01-01,Tholen-2019X000,"0,96"
Tiel,0.21,0.84,0.97,0.03,-0.011000000000000001,2019X000,2019-01-01,Tiel-2019X000,"0,91"
Tubbergen,0.32799999999999996,-0.175,0.94,0.002,-0.027999999999999997,2019X000,2019-01-01,Tubbergen-2019X000,"-0,201"
Twenterand,0.24600000000000002,0.35200000000000004,0.97,0.07,-0.013000000000000001,2019X000,2019-01-01,Twenterand-2019X000,"0,408"
Tytsjerksteradiel,0.198,0.41,1.0859999999999999,0.048,-0.008,2019X000,2019-01-01,Tytsjerksteradiel-2019X000,"0,452"
Uitgeest,0.37,0.26,,,-0.01,2019X000,2019-01-01,Uitgeest-2019X000,"0,22"
Urk,0.31,1.0,1.23,0.49,0.001,2019X000,2019-01-01,Urk-2019X000,"1,06"
Utrecht,0.25,0.85,0.996,0.055999999999999994,0.001,2019X000,2019-01-01,Utrecht-2019X000,"0,89"
Utrechtse Heuvelrug,0.081,1.325,1.235,0.003,-0.005,2019X000,2019-01-01,Utrechtse Heuvelrug-2019X000,"1,442"
Vaals,0.2,0.83,1.03,0.07,-0.02,2019X000,2019-01-01,Vaals-2019X000,"0,84"
Valkenswaard,0.21,0.82,1.05,0.13,0.03,2019X000,2019-01-01,Valkenswaard-2019X000,"0,82"
Veendam,0.493,0.188,0.943,0.17300000000000001,0.11199999999999999,2019X000,2019-01-01,Veendam-2019X000,"0,201"
Veenendaal,0.28,0.7,0.8,0.021,-0.005,2019X000,2019-01-01,Veenendaal-2019X000,"0,75"
Veldhoven,0.26,1.28,0.85,0.7,-0.02,2019X000,2019-01-01,Veldhoven-2019X000,"1,29"
Velsen,0.165,1.047,1.079,0.031,0.017,2019X000,2019-01-01,Velsen-2019X000,"1,066"
Venlo,0.19,0.53,1.05,0.02,0.012,2019X000,2019-01-01,Venlo-2019X000,"0,6"
Vlaardingen,0.19899999999999998,1.075,1.033,0.052000000000000005,0.013999999999999999,2019X000,2019-01-01,Vlaardingen-2019X000,"1,101"
Vlissingen,-0.67,1.06,1.19,0.033,-0.01,2019X000,2019-01-01,Vlissingen-2019X000,"1,06"
Voorne aan Zee,0.41700000000000004,0.723,0.971,0.154,-0.003,2019X000,2019-01-01,Voorne aan Zee-2019X000,"0,778"
Voorst,0.27,0.58,1.03,0.09,-0.004,2019X000,2019-01-01,Voorst-2019X000,"0,6"
Vught,0.474,0.805,1.702,-0.004,0.012,2019X000,2019-01-01,Vught-2019X000,"0,85"
Waalwijk,0.28300000000000003,1.369,0.818,0.159,0.026000000000000002,2019X000,2019-01-01,Waalwijk-2019X000,"1,696"
Wageningen,0.306,0.529,1.05,0.009000000000000001,-0.01,2019X000,2019-01-01,Wageningen-2019X000,"0,57"
Wassenaar,0.67,-0.52,1.6,,-0.019,2019X000,2019-01-01,Wassenaar-2019X000,"-0,47"
Weert,0.33799999999999997,0.6609999999999999,1.044,0.21,-0.01,2019X000,2019-01-01,Weert-2019X000,"0,778"
West Betuwe,0.32,0.87,1.262,0.29,0.001,2019X000,2019-01-01,West Betuwe-2019X000,"0,9"
West Maas en Waal,0.23,0.44,1.0,0.06,-0.03,2019X000,2019-01-01,West Maas en Waal-2019X000,"0,45"
Westerkwartier,0.131,1.089,1.073,0.242,0.021,2019X000,2019-01-01,Westerkwartier-2019X000,"1,089"
Westervoort,0.2,0.61,1.02,0.02,0.003,2019X000,2019-01-01,Westervoort-2019X000,"0,6"
Westland,0.34,1.213,1.0290000000000001,0.618,0.012,2019X000,2019-01-01,Westland-2019X000,"1,28"
Weststellingwerf,0.214,0.726,0.9109999999999999,0.298,-0.012,2019X000,2019-01-01,Weststellingwerf-2019X000,"0,751"
Wierden,0.239,0.5489999999999999,1.083,0.263,-0.006,2019X000,2019-01-01,Wierden-2019X000,"0,547"
Wijdemeren,0.3,0.62,1.4,0.06,-0.03,2019X000,2019-01-01,Wijdemeren-2019X000,"0,59"
Winterswijk,0.39,0.767,1.103,0.087,0.004,2019X000,2019-01-01,Winterswijk-2019X000,"0,807"
Woensdrecht,0.366,0.19,0.9590000000000001,0.021,0.011000000000000001,2019X000,2019-01-01,Woensdrecht-2019X000,"0,226"
Woudenberg,0.298,0.47200000000000003,1.035,0.17800000000000002,0.017,2019X000,2019-01-01,Woudenberg-2019X000,"0,472"
Zaanstad,0.13,1.27,1.17,0.055,-0.018000000000000002,2019X000,2019-01-01,Zaanstad-2019X000,"1,37"
Zandvoort,0.23,1.0,0.97,0.1,0.05,2019X000,2019-01-01,Zandvoort-2019X000,"1,02"
